Species,Longitude,Latitude
Pilosocereus_pachycladus,-35.375,-5.883333
Cereus_jamacaru,-35.375,-5.883333
Tacinga_inamoena,-38.321111,-7.983333
Cereus_jamacaru,-38.321111,-7.983333
Tacinga_inamoena,-41.15,-5.866667
Cereus_albicaulis,-42.1,-9.483333
Cereus_jamacaru,-43.133333,-11.083333
Pilosocereus_pentaedrophorus,-40.129444,-14.412778
Melocactus_ernestii,-42.526389,-14.583333
Tacinga_inamoena,-39.08,-4.977778
Pilosocereus_pachycladus,-42.576111,-14.759167
Rhipsalis_lindbergiana,-35.5825,-6.865833
Cereus_jamacaru,-40.283333,-9.283333
Epiphyllum_phyllanthus,-40.695,-11.241111
Melocactus_violaceus,-37.774444,-12.240278
Cereus_fernambucensis,-37.590278,-11.901111
Pilosocereus_catingicola,-40.807778,-9.390556
Cereus_jamacaru,-40.807778,-9.390556
Pilosocereus_pachycladus,-42.524444,-14.615278
Tacinga_palmadora,-38.145556,-9.714167
Tacinga_inamoena,-42.524444,-14.615278
Tacinga_inamoena,-38.145556,-9.714167
Tacinga_palmadora,-40.283333,-9.283333
Tacinga_palmadora,-41.15,-11.55
Melocactus_zehntneri,-41.944167,-11.164722
Cereus_jamacaru,-41.822778,-11.406111
Tacinga_inamoena,-40.846667,-9.480556
Melocactus_zehntneri,-40.881667,-9.519722
Tacinga_palmadora,-42.629444,-14.756111
Tacinga_inamoena,-42.650833,-14.765278
Cereus_jamacaru,-39.383333,-11.8
Tacinga_inamoena,-40.516667,-11.166667
Rhipsalis_floccosa,-39.722222,-14.167222
Melocactus_zehntneri,-41.338056,-11.490278
Tacinga_inamoena,-42.537222,-14.350833
Melocactus_bahiensis,-42.538333,-14.350556
Pilosocereus_pachycladus,-42.538333,-14.350556
Melocactus_ernestii,-42.537222,-14.213889
Tacinga_inamoena,-42.5,-10
Tacinga_inamoena,-41.001944,-11.636111
Melocactus_violaceus,-41.001389,-11.635833
Tacinga_inamoena,-43.784444,-14.234722
Melocactus_violaceus,-38.5,-12.966667
Epiphyllum_phyllanthus,-40.553056,-11.356111
Cereus_jamacaru,-40.563889,-11.36
Rhipsalis_floccosa,-40.516667,-11.333333
Tacinga_inamoena,-39.133333,-9.9
Tacinga_inamoena,-38.988056,-9.942778
Tacinga_palmadora,-38.988056,-9.942778
Tacinga_inamoena,-41.749167,-13.228611
Melocactus_ernestii,-39.766667,-12.7
Pilosocereus_pentaedrophorus,-39.6,-12.7
Cereus_fernambucensis,-38.316667,-12.883333
Epiphyllum_phyllanthus,-39.6325,-13.618889
Tacinga_inamoena,-40.836111,-11.135278
Cereus_fernambucensis,-38.283333,-12.516667
Rhipsalis_floccosa,-41.383333,-12.809722
Epiphyllum_phyllanthus,-41.383333,-12.809722
Rhipsalis_floccosa,-41.45,-12.466667
Pilosocereus_pachycladus,-41,-12
Tacinga_inamoena,-40.083333,-13.85
Cereus_jamacaru,-40.35,-14.516667
Tacinga_inamoena,-39.766667,-12.7
Rhipsalis_floccosa,-39.116667,-14.683333
Melocactus_ernestii,-39.083333,-12.533333
Tacinga_inamoena,-38.216667,-9.4
Cereus_jamacaru,-39.083333,-12.533333
Pilosocereus_catingicola,-38.5,-12.966667
